Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8f1r,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: layout_id,Spreadsheet: participant_group,Spreadsheet: condition_order,Spreadsheet: block_order,Spreadsheet: source_branch,Spreadsheet: source_commit,Spreadsheet: reference_notebook_path,Spreadsheet: palette_source_path,Spreadsheet: palette_copy_path,Spreadsheet: palette_type,Spreadsheet: dataset_source_path,Spreadsheet: dataset_sha256,Spreadsheet: background,Spreadsheet: condition,Spreadsheet: num_classes,Spreadsheet: difficulty_num,Spreadsheet: difficulty_label,Spreadsheet: scale_factor,Spreadsheet: colormap,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: baseline_palette_seed,Spreadsheet: rendering_figsize,Spreadsheet: rendering_dpi,Spreadsheet: rendering_alpha,Spreadsheet: rendering_point_size,Spreadsheet: rendering_pad_ratio,Spreadsheet: objective_score,Spreadsheet: min_pairwise_dE,Spreadsheet: mean_pairwise_dE,Spreadsheet: min_background_dE,Spreadsheet: mean_background_dE,Spreadsheet: background_penalty,Spreadsheet: table_stop_reason,Spreadsheet: table_evals_used,Spreadsheet: optimization_rerun,Spreadsheet: constrained_method_used,Spreadsheet: trial_number,Spreadsheet: trial_id,Spreadsheet: side_schedule,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: optimized_side,Spreadsheet: baseline_image,Spreadsheet: optimized_image,Spreadsheet: response_option_left,Spreadsheet: response_option_right,Spreadsheet: preferred_side,Spreadsheet: selected_condition,Spreadsheet: optimized_selected,Spreadsheet: task1_source_branch,Spreadsheet: task1_source_commit,Spreadsheet: task1_reference_notebook_path,Spreadsheet: task2_reference_notebook_path,Spreadsheet: baseline_palette_source_path,Spreadsheet: optimized_palette_source_path,Spreadsheet: baseline_min_pairwise_dE,Spreadsheet: baseline_mean_pairwise_dE,Spreadsheet: baseline_min_bg_dE,Spreadsheet: baseline_mean_bg_dE,Spreadsheet: baseline_background_penalty,Spreadsheet: baseline_objective_score,Spreadsheet: optimized_min_pairwise_dE,Spreadsheet: optimized_mean_pairwise_dE,Spreadsheet: optimized_min_bg_dE,Spreadsheet: optimized_mean_bg_dE,Spreadsheet: optimized_background_penalty,Spreadsheet: optimized_objective_score,Spreadsheet: palette_regenerated,Spreadsheet: images_rerendered
1871,1790005097000,21/09/2026 15:38:17,1790005097000,1,21/09/2026 16:38:17,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,11,Display 1,Screen 1,,,response,10,,,,3033.1,,,3033.1,1,3033.1,,,,Answer_10,,,Display 1,10,disc_K10_D2_opt_black.png,,K10_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,1790005104000,21/09/2026 15:38:24,1790005104000,1,21/09/2026 16:38:24,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,12,Display 1,Screen 1,,,response,10,,,,3394.9,,,3394.9,1,3394.9,,,,Answer_10,,,Display 1,10,disc_K10_D3_opt_black.png,,K10_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,1790005111000,21/09/2026 15:38:31,1790005111000,1,21/09/2026 16:38:31,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,13,Display 1,Screen 1,,,response,20,,,,3191.7,,,3191.7,1,3191.7,,,,Answer_20,,,Display 1,20,disc_K20_D1_opt_black.png,,K20_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,1790005118000,21/09/2026 15:38:38,1790005118000,1,21/09/2026 16:38:38,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,14,Display 1,Screen 1,,,response,20,,,,7098.1,,,7098.1,1,7098.1,,,,Answer_20,,,Display 1,20,disc_K20_D2_opt_black.png,,K20_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,1790005125000,21/09/2026 15:38:45,1790005125000,1,21/09/2026 16:38:45,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,15,Display 1,Screen 1,,,response,20,,,,5978.8,,,5978.8,1,5978.8,,,,Answer_20,,,Display 1,20,disc_K20_D3_opt_black.png,,K20_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,1790005132000,21/09/2026 15:38:52,1790005132000,1,21/09/2026 16:38:52,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,16,Display 1,Screen 1,,,response,30,,,,5926.9,,,5926.9,1,5926.9,,,,Answer_30,,,Display 1,30,disc_K30_D1_opt_black.png,,K30_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,30,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,1790005139000,21/09/2026 15:38:59,1790005139000,1,21/09/2026 16:38:59,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,17,Display 1,Screen 1,,,response,30,,,,8236.0,,,8236.0,1,8236.0,,,,Answer_30,,,Display 1,30,disc_K30_D2_opt_black.png,,K30_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,30,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,1790005146000,21/09/2026 15:39:06,1790005146000,1,21/09/2026 16:39:06,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,18,Display 1,Screen 1,,,response,30,,,,9100.0,,,9100.0,1,9100.0,,,,Answer_30,,,Display 1,30,disc_K30_D3_opt_black.png,,K30_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,30,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,1790005153000,21/09/2026 15:39:13,1790005153000,1,21/09/2026 16:39:13,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,19,Display 1,Screen 1,,,response,10,,,,2374.2,,,2374.2,1,2374.2,,,,Answer_10,,,Display 1,10,disc_K10_D1_orig_white.png,,K10_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,1790005160000,21/09/2026 15:39:20,1790005160000,1,21/09/2026 16:39:20,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,20,Display 1,Screen 1,,,response,10,,,,4400.6,,,4400.6,1,4400.6,,,,Answer_10,,,Display 1,10,disc_K10_D2_orig_white.png,,K10_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,1790005167000,21/09/2026 15:39:27,1790005167000,1,21/09/2026 16:39:27,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,21,Display 1,Screen 1,,,response,10,,,,5796.3,,,5796.3,1,5796.3,,,,Answer_10,,,Display 1,10,disc_K10_D3_orig_white.png,,K10_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1790005174000,21/09/2026 15:39:34,1790005174000,1,21/09/2026 16:39:34,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,22,Display 1,Screen 1,,,response,20,,,,8780.6,,,8780.6,1,8780.6,,,,Answer_20,,,Display 1,20,disc_K20_D1_orig_white.png,,K20_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,1790005181000,21/09/2026 15:39:41,1790005181000,1,21/09/2026 16:39:41,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,23,Display 1,Screen 1,,,response,20,,,,5743.0,,,5743.0,1,5743.0,,,,Answer_20,,,Display 1,20,disc_K20_D2_orig_white.png,,K20_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,1790005188000,21/09/2026 15:39:48,1790005188000,1,21/09/2026 16:39:48,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,24,Display 1,Screen 1,,,response,15,,,,8476.3,,,8476.3,0,8476.3,,,,Answer_15,,,Display 1,20,disc_K20_D3_orig_white.png,,K20_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1790005195000,21/09/2026 15:39:55,1790005195000,1,21/09/2026 16:39:55,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,25,Display 1,Screen 1,,,response,30,,,,4178.4,,,4178.4,1,4178.4,,,,Answer_30,,,Display 1,30,disc_K30_D1_orig_white.png,,K30_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1790005202000,21/09/2026 15:40:02,1790005202000,1,21/09/2026 16:40:02,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,26,Display 1,Screen 1,,,response,30,,,,4354.4,,,4354.4,1,4354.4,,,,Answer_30,,,Display 1,30,disc_K30_D2_orig_white.png,,K30_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,1790005209000,21/09/2026 15:40:09,1790005209000,1,21/09/2026 16:40:09,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,27,Display 1,Screen 1,,,response,25,,,,13359.5,,,13359.5,0,13359.5,,,,Answer_25,,,Display 1,30,disc_K30_D3_orig_white.png,,K30_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1790005216000,21/09/2026 15:40:16,1790005216000,1,21/09/2026 16:40:16,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,28,Display 1,Screen 1,,,response,10,,,,2800.8,,,2800.8,1,2800.8,,,,Answer_10,,,Display 1,10,disc_K10_D1_opt_white.png,,K10_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1790005223000,21/09/2026 15:40:23,1790005223000,1,21/09/2026 16:40:23,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,29,Display 1,Screen 1,,,response,10,,,,1826.4,,,1826.4,1,1826.4,,,,Answer_10,,,Display 1,10,disc_K10_D2_opt_white.png,,K10_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1790005230000,21/09/2026 15:40:30,1790005230000,1,21/09/2026 16:40:30,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,30,Display 1,Screen 1,,,response,10,,,,7004.0,,,7004.0,1,7004.0,,,,Answer_10,,,Display 1,10,disc_K10_D3_opt_white.png,,K10_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1790005237000,21/09/2026 15:40:37,1790005237000,1,21/09/2026 16:40:37,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,31,Display 1,Screen 1,,,response,20,,,,7189.9,,,7189.9,1,7189.9,,,,Answer_20,,,Display 1,20,disc_K20_D1_opt_white.png,,K20_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,1790005244000,21/09/2026 15:40:44,1790005244000,1,21/09/2026 16:40:44,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,32,Display 1,Screen 1,,,response,20,,,,8708.7,,,8708.7,1,8708.7,,,,Answer_20,,,Display 1,20,disc_K20_D2_opt_white.png,,K20_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,1790005251000,21/09/2026 15:40:51,1790005251000,1,21/09/2026 16:40:51,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,33,Display 1,Screen 1,,,response,20,,,,4529.9,,,4529.9,1,4529.9,,,,Answer_20,,,Display 1,20,disc_K20_D3_opt_white.png,,K20_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,1790005258000,21/09/2026 15:40:58,1790005258000,1,21/09/2026 16:40:58,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,34,Display 1,Screen 1,,,response,25,,,,5615.5,,,5615.5,0,5615.5,,,,Answer_25,,,Display 1,30,disc_K30_D1_opt_white.png,,K30_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,1790005265000,21/09/2026 15:41:05,1790005265000,1,21/09/2026 16:41:05,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,35,Display 1,Screen 1,,,response,25,,,,4236.2,,,4236.2,0,4236.2,,,,Answer_25,,,Display 1,30,disc_K30_D2_opt_white.png,,K30_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
