Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-6fcy,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating,Spreadsheet: optimized_side,Spreadsheet: preferred_side,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question
1096,1789999672000,21/09/2026 14:07:52,1789999672000,1,21/09/2026 15:07:52,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,12,Display 1,Screen 1,,,response,5,,,,8891.6,,,8891.6,1,8891.6,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipy.png,,5,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1097,1789999679000,21/09/2026 14:07:59,1789999679000,1,21/09/2026 15:07:59,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,13,Display 1,Screen 1,,,response,10,,,,3643.0,,,3643.0,1,3643.0,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipy.png,,10,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1098,1789999686000,21/09/2026 14:08:06,1789999686000,1,21/09/2026 15:08:06,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,14,Display 1,Screen 1,,,response,10,,,,6949.8,,,6949.8,1,6949.8,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipy.png,,10,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1099,1789999693000,21/09/2026 14:08:13,1789999693000,1,21/09/2026 15:08:13,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,15,Display 1,Screen 1,,,response,5,,,,3978.4,,,3978.4,1,3978.4,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipy.png,,5,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1100,1789999700000,21/09/2026 14:08:20,1789999700000,1,21/09/2026 15:08:20,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,16,Display 1,Screen 1,,,response,30,,,,7709.3,,,7709.3,1,7709.3,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipysa.png,,30,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1101,1789999707000,21/09/2026 14:08:27,1789999707000,1,21/09/2026 15:08:27,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,17,Display 1,Screen 1,,,response,30,,,,6914.4,,,6914.4,1,6914.4,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipysa.png,,30,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1102,1789999714000,21/09/2026 14:08:34,1789999714000,1,21/09/2026 15:08:34,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,18,Display 1,Screen 1,,,response,30,,,,5337.1,,,5337.1,1,5337.1,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipysa.png,,30,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1103,1789999721000,21/09/2026 14:08:41,1789999721000,1,21/09/2026 15:08:41,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,19,Display 1,Screen 1,,,response,15,,,,9501.6,,,9501.6,0,9501.6,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipysa.png,,20,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1104,1789999728000,21/09/2026 14:08:48,1789999728000,1,21/09/2026 15:08:48,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,20,Display 1,Screen 1,,,response,20,,,,8786.2,,,8786.2,1,8786.2,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipysa.png,,20,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1105,1789999735000,21/09/2026 14:08:55,1789999735000,1,21/09/2026 15:08:55,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,21,Display 1,Screen 1,,,response,15,,,,4902.6,,,4902.6,0,4902.6,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipysa.png,,10,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1106,1789999742000,21/09/2026 14:09:02,1789999742000,1,21/09/2026 15:09:02,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,22,Display 1,Screen 1,,,response,30,,,,2462.7,,,2462.7,1,2462.7,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipy.png,,30,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1107,1789999749000,21/09/2026 14:09:09,1789999749000,1,21/09/2026 15:09:09,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,23,Display 1,Screen 1,,,response,5,,,,3106.3,,,3106.3,1,3106.3,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipysa.png,,5,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1108,1789999756000,21/09/2026 14:09:16,1789999756000,1,21/09/2026 15:09:16,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,24,Display 1,Screen 1,,,response,15,,,,12638.8,,,12638.8,0,12638.8,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipy.png,,20,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1109,1789999763000,21/09/2026 14:09:23,1789999763000,1,21/09/2026 15:09:23,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized,,,,4043.0,,,4043.0,,4043.0,,,,Image Response,,,Display 1,1,compare_30_easy_baseline.png,compare_30_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
1110,1789999770000,21/09/2026 14:09:30,1789999770000,1,21/09/2026 15:09:30,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline,,,,3417.9,,,3417.9,,3417.9,,,,Image Response,,,Display 1,2,compare_10_easy_baseline.png,compare_10_easy_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1111,1789999777000,21/09/2026 14:09:37,1789999777000,1,21/09/2026 15:09:37,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized,,,,6071.5,,,6071.5,,6071.5,,,,Image Response,,,Display 1,3,compare_20_medium_optimized.png,compare_20_medium_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1112,1789999784000,21/09/2026 14:09:44,1789999784000,1,21/09/2026 15:09:44,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized,,,,6369.0,,,6369.0,,6369.0,,,,Image Response,,,Display 1,4,compare_10_hard_optimized.png,compare_10_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1113,1789999791000,21/09/2026 14:09:51,1789999791000,1,21/09/2026 15:09:51,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline,,,,3972.2,,,3972.2,,3972.2,,,,Image Response,,,Display 1,5,compare_5_easy_optimized.png,compare_5_easy_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1114,1789999798000,21/09/2026 14:09:58,1789999798000,1,21/09/2026 15:09:58,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized,,,,2875.3,,,2875.3,,2875.3,,,,Image Response,,,Display 1,6,compare_20_easy_optimized.png,compare_20_easy_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1115,1789999805000,21/09/2026 14:10:05,1789999805000,1,21/09/2026 15:10:05,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline,,,,4327.3,,,4327.3,,4327.3,,,,Image Response,,,Display 1,7,compare_5_hard_baseline.png,compare_5_hard_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1116,1789999812000,21/09/2026 14:10:12,1789999812000,1,21/09/2026 15:10:12,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,baseline,,,,6119.8,,,6119.8,,6119.8,,,,Image Response,,,Display 1,8,compare_20_hard_baseline.png,compare_20_hard_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
1117,1789999819000,21/09/2026 14:10:19,1789999819000,1,21/09/2026 15:10:19,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized,,,,2366.4,,,2366.4,,2366.4,,,,Image Response,,,Display 1,9,compare_30_medium_optimized.png,compare_30_medium_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1118,1789999826000,21/09/2026 14:10:26,1789999826000,1,21/09/2026 15:10:26,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline,,,,3433.1,,,3433.1,,3433.1,,,,Image Response,,,Display 1,10,compare_5_medium_baseline.png,compare_5_medium_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
1119,1789999833000,21/09/2026 14:10:33,1789999833000,1,21/09/2026 15:10:33,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized,,,,5726.3,,,5726.3,,5726.3,,,,Image Response,,,Display 1,11,compare_10_medium_optimized.png,compare_10_medium_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1120,1789999840000,21/09/2026 14:10:40,1789999840000,1,21/09/2026 15:10:40,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline,,,,4669.0,,,4669.0,,4669.0,,,,Image Response,,,Display 1,12,compare_30_hard_baseline.png,compare_30_hard_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1121,1789999847000,21/09/2026 14:10:47,1789999847000,1,21/09/2026 15:10:47,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3128.9,,,3128.9,1,3128.9,,,,Number Entry,,,Display 1,,,,12,,,,,,12,Q1_answer,,,,,,
1122,1789999854000,21/09/2026 14:10:54,1789999854000,1,21/09/2026 15:10:54,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2265.0,,,2265.0,1,2265.0,,,,Number Entry,,,Display 2,,,,16,,,,,,16,Q2_answer,,,,,,
1123,1789999861000,21/09/2026 14:11:01,1789999861000,1,21/09/2026 15:11:01,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3652.5,,,3652.5,1,3652.5,,,,Number Entry,,,Display 3,,,,29,,,,,,29,Q3_answer,,,,,,
1124,1789999868000,21/09/2026 14:11:08,1789999868000,1,21/09/2026 15:11:08,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4777.4,,,4777.4,1,4777.4,,,,Number Entry,,,Display 4,,,,26,,,,,,26,Q4_answer,,,,,,
1125,1789999875000,21/09/2026 14:11:15,1789999875000,1,21/09/2026 15:11:15,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,1,Display 1,Screen 1,,,response,5,,,,6590.8,,,6590.8,1,6590.8,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipysa.png,,5,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1126,1789999882000,21/09/2026 14:11:22,1789999882000,1,21/09/2026 15:11:22,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,2,Display 1,Screen 1,,,response,25,,,,4746.5,,,4746.5,0,4746.5,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipysa.png,,20,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1127,1789999889000,21/09/2026 14:11:29,1789999889000,1,21/09/2026 15:11:29,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,3,Display 1,Screen 1,,,response,5,,,,3233.7,,,3233.7,1,3233.7,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipy.png,,5,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1128,1789999896000,21/09/2026 14:11:36,1789999896000,1,21/09/2026 15:11:36,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,4,Display 1,Screen 1,,,response,5,,,,5382.5,,,5382.5,0,5382.5,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipy.png,,10,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1129,1789999903000,21/09/2026 14:11:43,1789999903000,1,21/09/2026 15:11:43,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,5,Display 1,Screen 1,,,response,20,,,,11011.8,,,11011.8,1,11011.8,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipysa.png,,20,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1130,1789999910000,21/09/2026 14:11:50,1789999910000,1,21/09/2026 15:11:50,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,6,Display 1,Screen 1,,,response,10,,,,6163.5,,,6163.5,1,6163.5,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipy.png,,10,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1131,1789999917000,21/09/2026 14:11:57,1789999917000,1,21/09/2026 15:11:57,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,7,Display 1,Screen 1,,,response,10,,,,9604.6,,,9604.6,1,9604.6,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipysa.png,,10,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1132,1789999924000,21/09/2026 14:12:04,1789999924000,1,21/09/2026 15:12:04,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,8,Display 1,Screen 1,,,response,30,,,,6803.2,,,6803.2,1,6803.2,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipysa.png,,30,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1133,1789999931000,21/09/2026 14:12:11,1789999931000,1,21/09/2026 15:12:11,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,9,Display 1,Screen 1,,,response,25,,,,10418.0,,,10418.0,0,10418.0,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipysa.png,,30,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1134,1789999938000,21/09/2026 14:12:18,1789999938000,1,21/09/2026 15:12:18,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,10,Display 1,Screen 1,,,response,20,,,,6823.4,,,6823.4,1,6823.4,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipy.png,,20,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1135,1789999945000,21/09/2026 14:12:25,1789999945000,1,21/09/2026 15:12:25,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,11,Display 1,Screen 1,,,response,5,,,,4008.3,,,4008.3,1,4008.3,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipysa.png,,5,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1136,1789999952000,21/09/2026 14:12:32,1789999952000,1,21/09/2026 15:12:32,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,12,Display 1,Screen 1,,,response,30,,,,7753.0,,,7753.0,1,7753.0,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1137,1789999959000,21/09/2026 14:12:39,1789999959000,1,21/09/2026 15:12:39,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,13,Display 1,Screen 1,,,response,10,,,,4807.2,,,4807.2,1,4807.2,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipy.png,,10,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1138,1789999966000,21/09/2026 14:12:46,1789999966000,1,21/09/2026 15:12:46,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,14,Display 1,Screen 1,,,response,5,,,,6802.3,,,6802.3,1,6802.3,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipysa.png,,5,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1139,1789999973000,21/09/2026 14:12:53,1789999973000,1,21/09/2026 15:12:53,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_029,S2P029,S2_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,15,Display 1,Screen 1,,,response,25,,,,8792.0,,,8792.0,0,8792.0,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipy.png,,30,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
